algo,impl,N,workers,iter,seconds,pi
dart,omp,1600000000,8,3,1.590202,3.141626777
dart,omp,1600000000,8,4,1.613674,3.141626777
dart,omp,1600000000,8,5,1.593411,3.141626777
dart,omp,1600000000,16,1,1.091872,3.141618087
dart,omp,1600000000,16,2,0.902739,3.141618087
dart,omp,1600000000,16,3,0.924229,3.141618087
dart,omp,1600000000,16,4,0.942791,3.141618087
dart,omp,1600000000,16,5,0.961748,3.141618087
needle,serial,20000000,1,1,0.983410,3.143980802
needle,serial,20000000,1,2,0.976663,3.143980802
needle,serial,20000000,1,3,0.970232,3.143980802
needle,serial,20000000,1,4,0.978025,3.143980802
needle,serial,20000000,1,5,0.965798,3.143980802
needle,serial,40000000,1,1,1.938250,3.142009810
needle,serial,40000000,1,2,1.922467,3.142009810
needle,serial,40000000,1,3,1.942462,3.142009810
needle,serial,40000000,1,4,1.935412,3.142009810
needle,serial,40000000,1,5,1.942029,3.142009810
needle,serial,80000000,1,1,3.925497,3.141351964
needle,serial,80000000,1,2,2.454120,3.141351964
needle,serial,80000000,1,3,3.856426,3.141351964
needle,serial,80000000,1,4,3.875332,3.141351964
needle,serial,80000000,1,5,3.857213,3.141351964
needle,serial,200000000,1,1,9.572111,3.141601252
needle,serial,200000000,1,2,9.568480,3.141601252
needle,serial,200000000,1,3,8.115060,3.141601252
needle,serial,200000000,1,4,9.572527,3.141601252
needle,serial,200000000,1,5,9.624129,3.141601252
needle,serial,400000000,1,1,17.790285,3.141679125
needle,serial,400000000,1,2,17.731584,3.141679125
needle,serial,400000000,1,3,19.175060,3.141679125
needle,serial,400000000,1,4,17.758933,3.141679125
needle,serial,400000000,1,5,19.209237,3.141679125
needle,serial,800000000,1,1,35.503751,3.141704899
needle,serial,800000000,1,2,37.001917,3.141704899
needle,serial,800000000,1,3,36.898276,3.141704899
needle,serial,800000000,1,4,36.851165,3.141704899
needle,serial,800000000,1,5,36.938317,3.141704899
needle,serial,1600000000,1,1,73.404811,3.141610912
needle,serial,1600000000,1,2,74.944654,3.141610912
needle,serial,1600000000,1,3,72.732984,3.141610912
needle,serial,1600000000,1,4,73.970763,3.141610912
needle,serial,1600000000,1,5,74.064801,3.141610912
needle,threads,20000000,1,1,0.986853,3.141695164
needle,threads,20000000,1,2,0.989959,3.141695164
needle,threads,20000000,1,3,0.984068,3.141695164
needle,threads,20000000,1,4,0.972741,3.141695164
needle,threads,20000000,1,5,0.984721,3.141695164
needle,threads,20000000,2,1,0.494013,3.141317179
needle,threads,20000000,2,2,0.494972,3.141317179
needle,threads,20000000,2,3,-0.991368,3.141317179
needle,threads,20000000,2,4,0.495410,3.141317179
needle,threads,20000000,2,5,0.495107,3.141317179
needle,threads,20000000,4,1,0.256310,3.141088755
needle,threads,20000000,4,2,0.261512,3.141088755
needle,threads,20000000,4,3,0.259133,3.141088755
needle,threads,20000000,4,4,0.257702,3.141088755
needle,threads,20000000,4,5,0.258042,3.141088755
needle,threads,20000000,8,1,0.139576,3.141403032
needle,threads,20000000,8,2,0.152076,3.141403032
needle,threads,20000000,8,3,0.143301,3.141403032
needle,threads,20000000,8,4,0.137637,3.141403032
needle,threads,20000000,8,5,0.139649,3.141403032
needle,threads,20000000,16,1,0.113411,3.142230717
needle,threads,20000000,16,2,0.099281,3.142230717
needle,threads,20000000,16,3,0.114237,3.142230717
needle,threads,20000000,16,4,0.098840,3.142230717
needle,threads,20000000,16,5,0.089773,3.142230717
needle,threads,40000000,1,1,1.936674,3.141528613
needle,threads,40000000,1,2,1.976374,3.141528613
needle,threads,40000000,1,3,1.961910,3.141528613
needle,threads,40000000,1,4,1.938470,3.141528613
needle,threads,40000000,1,5,1.964926,3.141528613
needle,threads,40000000,2,1,0.985545,3.141467425
needle,threads,40000000,2,2,0.984221,3.141467425
needle,threads,40000000,2,3,0.978740,3.141467425
needle,threads,40000000,2,4,0.975974,3.141467425
needle,threads,40000000,2,5,0.985149,3.141467425
needle,threads,40000000,4,1,0.508081,3.140580469
needle,threads,40000000,4,2,0.507370,3.140580469
needle,threads,40000000,4,3,0.509354,3.140580469
needle,threads,40000000,4,4,0.506677,3.140580469
needle,threads,40000000,4,5,0.530297,3.140580469
needle,threads,40000000,8,1,0.347376,3.141339136
needle,threads,40000000,8,2,0.270761,3.141339136
needle,threads,40000000,8,3,0.268869,3.141339136
needle,threads,40000000,8,4,0.271599,3.141339136
needle,threads,40000000,8,5,0.266880,3.141339136
needle,threads,40000000,16,1,0.158521,3.141615464
needle,threads,40000000,16,2,0.178314,3.141615464
needle,threads,40000000,16,3,0.189089,3.141615464
needle,threads,40000000,16,4,0.165297,3.141615464
needle,threads,40000000,16,5,0.174813,3.141615464
needle,threads,80000000,1,1,3.876860,3.141580304
needle,threads,80000000,1,2,3.875313,3.141580304
needle,threads,80000000,1,3,2.432352,3.141580304
needle,threads,80000000,1,4,3.874641,3.141580304
needle,threads,80000000,1,5,3.902288,3.141580304
needle,threads,80000000,2,1,1.985544,3.141027337
needle,threads,80000000,2,2,1.995797,3.141027337
needle,threads,80000000,2,3,2.010093,3.141027337
needle,threads,80000000,2,4,1.961240,3.141027337
needle,threads,80000000,2,5,2.040447,3.141027337
needle,threads,80000000,4,1,1.253413,3.141101458
needle,threads,80000000,4,2,1.057266,3.141101458
needle,threads,80000000,4,3,1.008069,3.141101458
needle,threads,80000000,4,4,1.019117,3.141101458
needle,threads,80000000,4,5,1.007601,3.141101458
needle,threads,80000000,8,1,0.528268,3.140579852
needle,threads,80000000,8,2,0.523812,3.140579852
needle,threads,80000000,8,3,0.531658,3.140579852
needle,threads,80000000,8,4,0.568440,3.140579852
needle,threads,80000000,8,5,0.573499,3.140579852
needle,threads,80000000,16,1,0.425470,3.141473100
needle,threads,80000000,16,2,0.421735,3.141473100
needle,threads,80000000,16,3,0.423307,3.141473100
needle,threads,80000000,16,4,0.376008,3.141473100
needle,threads,80000000,16,5,-1.131451,3.141473100
needle,threads,200000000,1,1,9.718457,3.141641570
needle,threads,200000000,1,2,9.702843,3.141641570
needle,threads,200000000,1,3,9.695892,3.141641570
needle,threads,200000000,1,4,8.135889,3.141641570
needle,threads,200000000,1,5,9.662407,3.141641570
needle,threads,200000000,2,1,4.935441,3.141248155
needle,threads,200000000,2,2,4.969667,3.141248155
needle,threads,200000000,2,3,4.919403,3.141248155
needle,threads,200000000,2,4,3.433279,3.141248155
needle,threads,200000000,2,5,4.910724,3.141248155
needle,threads,200000000,4,1,2.482519,3.141162163
needle,threads,200000000,4,2,2.498888,3.141162163
needle,threads,200000000,4,3,2.481142,3.141162163
needle,threads,200000000,4,4,2.505244,3.141162163
needle,threads,200000000,4,5,2.482434,3.141162163
needle,threads,200000000,8,1,1.276580,3.141029804
needle,threads,200000000,8,2,1.278390,3.141029804
needle,threads,200000000,8,3,1.272356,3.141029804
needle,threads,200000000,8,4,1.275271,3.141029804
needle,threads,200000000,8,5,1.283912,3.141029804
needle,threads,200000000,16,1,0.714249,3.141255506
needle,threads,200000000,16,2,0.697260,3.141255506
needle,threads,200000000,16,3,0.731418,3.141255506
needle,threads,200000000,16,4,0.707029,3.141255506
needle,threads,200000000,16,5,0.796935,3.141255506
needle,threads,400000000,1,1,17.726636,3.141779434
needle,threads,400000000,1,2,17.760371,3.141779434
needle,threads,400000000,1,3,19.292177,3.141779434
needle,threads,400000000,1,4,17.709690,3.141779434
needle,threads,400000000,1,5,19.312485,3.141779434
needle,threads,400000000,2,1,8.339449,3.141439003
needle,threads,400000000,2,2,9.773520,3.141439003
needle,threads,400000000,2,3,9.799519,3.141439003
needle,threads,400000000,2,4,8.368353,3.141439003
needle,threads,400000000,2,5,9.814552,3.141439003
needle,threads,400000000,4,1,4.970474,3.141463255
needle,threads,400000000,4,2,4.963090,3.141463255
needle,threads,400000000,4,3,5.004420,3.141463255
needle,threads,400000000,4,4,3.532979,3.141463255
needle,threads,400000000,4,5,4.997766,3.141463255
needle,threads,400000000,8,1,2.622566,3.141328108
needle,threads,400000000,8,2,2.592859,3.141328108
needle,threads,400000000,8,3,2.652539,3.141328108
needle,threads,400000000,8,4,2.619975,3.141328108
needle,threads,400000000,8,5,2.607060,3.141328108
needle,threads,400000000,16,1,1.758389,3.141163001
needle,threads,400000000,16,2,1.681723,3.141163001
needle,threads,400000000,16,3,1.698670,3.141163001
needle,threads,400000000,16,4,1.761137,3.141163001
needle,threads,400000000,16,5,1.707981,3.141163001
needle,threads,800000000,1,1,35.759261,3.141726663
needle,threads,800000000,1,2,37.014323,3.141726663
needle,threads,800000000,1,3,37.183258,3.141726663
needle,threads,800000000,1,4,37.077628,3.141726663
needle,threads,800000000,1,5,37.346207,3.141726663
needle,threads,800000000,2,1,18.184333,3.141589125
needle,threads,800000000,2,2,18.103394,3.141589125
needle,threads,800000000,2,3,19.601873,3.141589125
needle,threads,800000000,2,4,18.030601,3.141589125
needle,threads,800000000,2,5,18.176538,3.141589125
needle,threads,800000000,4,1,9.946773,3.141588619
needle,threads,800000000,4,2,10.055160,3.141588619
needle,threads,800000000,4,3,9.932422,3.141588619
needle,threads,800000000,4,4,8.394019,3.141588619
needle,threads,800000000,4,5,9.968859,3.141588619
needle,threads,800000000,8,1,5.120066,3.141405290
needle,threads,800000000,8,2,5.095784,3.141405290
needle,threads,800000000,8,3,3.493215,3.141405290
needle,threads,800000000,8,4,5.046961,3.141405290
needle,threads,800000000,8,5,5.067553,3.141405290
needle,threads,800000000,16,1,3.016637,3.141346056
needle,threads,800000000,16,2,2.806520,3.141346056
needle,threads,800000000,16,3,2.830400,3.141346056
needle,threads,800000000,16,4,2.986273,3.141346056
needle,threads,800000000,16,5,3.442031,3.141346056
needle,threads,1600000000,1,1,72.773548,3.141626993
needle,threads,1600000000,1,2,74.030857,3.141626993
needle,threads,1600000000,1,3,72.643136,3.141626993
needle,threads,1600000000,1,4,75.051768,3.141626993
needle,threads,1600000000,1,5,72.690383,3.141626993
needle,threads,1600000000,2,1,38.162123,3.141679434
needle,threads,1600000000,2,2,38.046952,3.141679434
needle,threads,1600000000,2,3,36.193969,3.141679434
needle,threads,1600000000,2,4,37.699189,3.141679434
needle,threads,1600000000,2,5,38.065103,3.141679434
needle,threads,1600000000,4,1,18.481250,3.141576923
needle,threads,1600000000,4,2,19.960914,3.141576923
needle,threads,1600000000,4,3,18.394776,3.141576923
needle,threads,1600000000,4,4,20.350271,3.141576923
needle,threads,1600000000,4,5,18.489993,3.141576923
needle,threads,1600000000,8,1,10.230023,3.141592382
needle,threads,1600000000,8,2,8.575804,3.141592382
needle,threads,1600000000,8,3,10.199492,3.141592382
needle,threads,1600000000,8,4,10.317016,3.141592382
needle,threads,1600000000,8,5,8.653177,3.141592382
needle,threads,1600000000,16,1,7.060838,3.141462904
needle,threads,1600000000,16,2,6.383163,3.141462904
needle,threads,1600000000,16,3,6.445527,3.141462904
needle,threads,1600000000,16,4,6.102166,3.141462904
needle,threads,1600000000,16,5,4.655984,3.141462904
needle,fork,20000000,1,1,0.973147,3.141695164
needle,fork,20000000,1,2,0.971970,3.141695164
needle,fork,20000000,1,3,0.964509,3.141695164
needle,fork,20000000,1,4,0.998486,3.141695164
needle,fork,20000000,1,5,0.967244,3.141695164
needle,fork,20000000,2,1,0.500744,3.141317179
needle,fork,20000000,2,2,0.494886,3.141317179
needle,fork,20000000,2,3,0.500776,3.141317179
needle,fork,20000000,2,4,0.505229,3.141317179
needle,fork,20000000,2,5,0.492914,3.141317179
needle,fork,20000000,4,1,0.256241,3.141088755
needle,fork,20000000,4,2,0.249407,3.141088755
needle,fork,20000000,4,3,0.263204,3.141088755
needle,fork,20000000,4,4,0.259639,3.141088755
needle,fork,20000000,4,5,0.259083,3.141088755
needle,fork,20000000,8,1,0.139495,3.141403032
needle,fork,20000000,8,2,0.137246,3.141403032
needle,fork,20000000,8,3,0.137593,3.141403032
needle,fork,20000000,8,4,0.139728,3.141403032
needle,fork,20000000,8,5,0.139283,3.141403032
needle,fork,20000000,16,1,0.119041,3.142230717
needle,fork,20000000,16,2,0.114869,3.142230717
needle,fork,20000000,16,3,0.099967,3.142230717
needle,fork,20000000,16,4,0.105383,3.142230717
needle,fork,20000000,16,5,0.105167,3.142230717
needle,fork,40000000,1,1,1.929725,3.141528613
needle,fork,40000000,1,2,1.933942,3.141528613
needle,fork,40000000,1,3,1.942145,3.141528613
needle,fork,40000000,1,4,1.935371,3.141528613
needle,fork,40000000,1,5,1.928659,3.141528613
needle,fork,40000000,2,1,0.985938,3.141467425
needle,fork,40000000,2,2,0.996115,3.141467425
needle,fork,40000000,2,3,0.989053,3.141467425
needle,fork,40000000,2,4,0.983544,3.141467425
needle,fork,40000000,2,5,0.992043,3.141467425
needle,fork,40000000,4,1,0.501838,3.140580469
needle,fork,40000000,4,2,0.506227,3.140580469
needle,fork,40000000,4,3,0.518001,3.140580469
needle,fork,40000000,4,4,-1.074369,3.140580469
needle,fork,40000000,4,5,0.508008,3.140580469
needle,fork,40000000,8,1,0.291990,3.141339136
needle,fork,40000000,8,2,0.266448,3.141339136
needle,fork,40000000,8,3,0.264465,3.141339136
needle,fork,40000000,8,4,0.264802,3.141339136
needle,fork,40000000,8,5,0.275168,3.141339136
needle,fork,40000000,16,1,0.197065,3.141615464
needle,fork,40000000,16,2,0.184067,3.141615464
needle,fork,40000000,16,3,0.179132,3.141615464
needle,fork,40000000,16,4,0.179827,3.141615464
needle,fork,40000000,16,5,0.196210,3.141615464
needle,fork,80000000,1,1,3.846194,3.141580304
needle,fork,80000000,1,2,3.846872,3.141580304
needle,fork,80000000,1,3,3.874021,3.141580304
needle,fork,80000000,1,4,3.859505,3.141580304
needle,fork,80000000,1,5,3.864595,3.141580304
needle,fork,80000000,2,1,1.974279,3.141027337
needle,fork,80000000,2,2,1.978321,3.141027337
needle,fork,80000000,2,3,1.963591,3.141027337
needle,fork,80000000,2,4,1.974075,3.141027337
needle,fork,80000000,2,5,0.347476,3.141027337
needle,fork,80000000,4,1,1.007966,3.141101458
needle,fork,80000000,4,2,0.991053,3.141101458
needle,fork,80000000,4,3,1.008734,3.141101458
needle,fork,80000000,4,4,1.016912,3.141101458
needle,fork,80000000,4,5,1.078353,3.141101458
needle,fork,80000000,8,1,0.514034,3.140579852
needle,fork,80000000,8,2,0.521944,3.140579852
needle,fork,80000000,8,3,0.509229,3.140579852
needle,fork,80000000,8,4,0.535208,3.140579852
needle,fork,80000000,8,5,0.522800,3.140579852
needle,fork,80000000,16,1,0.405903,3.141473100
needle,fork,80000000,16,2,0.314563,3.141473100
needle,fork,80000000,16,3,0.381835,3.141473100
needle,fork,80000000,16,4,0.333297,3.141473100
needle,fork,80000000,16,5,0.311835,3.141473100
needle,fork,200000000,1,1,9.642116,3.141641570
needle,fork,200000000,1,2,9.648002,3.141641570
needle,fork,200000000,1,3,8.164454,3.141641570
needle,fork,200000000,1,4,9.610482,3.141641570
needle,fork,200000000,1,5,9.645488,3.141641570
needle,fork,200000000,2,1,4.889284,3.141248155
needle,fork,200000000,2,2,3.350701,3.141248155
needle,fork,200000000,2,3,4.889494,3.141248155
needle,fork,200000000,2,4,4.908062,3.141248155
needle,fork,200000000,2,5,4.902254,3.141248155
needle,fork,200000000,4,1,2.514293,3.141162163
needle,fork,200000000,4,2,2.477376,3.141162163
needle,fork,200000000,4,3,2.494478,3.141162163
needle,fork,200000000,4,4,2.462110,3.141162163
needle,fork,200000000,4,5,2.491191,3.141162163
needle,fork,200000000,8,1,-0.298127,3.141029804
needle,fork,200000000,8,2,1.311329,3.141029804
needle,fork,200000000,8,3,1.296792,3.141029804
needle,fork,200000000,8,4,1.281495,3.141029804
needle,fork,200000000,8,5,1.271900,3.141029804
needle,fork,200000000,16,1,0.779074,3.141255506
needle,fork,200000000,16,2,0.758818,3.141255506
needle,fork,200000000,16,3,0.859956,3.141255506
needle,fork,200000000,16,4,0.713614,3.141255506
needle,fork,200000000,16,5,0.726673,3.141255506
needle,fork,400000000,1,1,19.391076,3.141779434
needle,fork,400000000,1,2,17.722136,3.141779434
needle,fork,400000000,1,3,17.649968,3.141779434
needle,fork,400000000,1,4,19.314134,3.141779434
needle,fork,400000000,1,5,17.688875,3.141779434
needle,fork,400000000,2,1,9.813740,3.141439003
needle,fork,400000000,2,2,9.769746,3.141439003
needle,fork,400000000,2,3,8.135882,3.141439003
needle,fork,400000000,2,4,9.705355,3.141439003
needle,fork,400000000,2,5,9.797743,3.141439003
needle,fork,400000000,4,1,4.988086,3.141463255
needle,fork,400000000,4,2,3.366240,3.141463255
needle,fork,400000000,4,3,5.010571,3.141463255
needle,fork,400000000,4,4,5.005737,3.141463255
needle,fork,400000000,4,5,5.006134,3.141463255
needle,fork,400000000,8,1,2.540986,3.141328108
needle,fork,400000000,8,2,2.533356,3.141328108
needle,fork,400000000,8,3,2.537658,3.141328108
needle,fork,400000000,8,4,2.543508,3.141328108
needle,fork,400000000,8,5,2.579017,3.141328108
needle,fork,400000000,16,1,-0.107669,3.141163001
needle,fork,400000000,16,2,1.463901,3.141163001
needle,fork,400000000,16,3,1.502063,3.141163001
needle,fork,400000000,16,4,1.519568,3.141163001
needle,fork,400000000,16,5,1.624886,3.141163001
needle,fork,800000000,1,1,36.965454,3.141726663
needle,fork,800000000,1,2,37.017725,3.141726663
needle,fork,800000000,1,3,37.067169,3.141726663
needle,fork,800000000,1,4,35.586100,3.141726663
needle,fork,800000000,1,5,37.016170,3.141726663
needle,fork,800000000,2,1,19.560395,3.141589125
needle,fork,800000000,2,2,18.016623,3.141589125
needle,fork,800000000,2,3,17.875202,3.141589125
needle,fork,800000000,2,4,19.528881,3.141589125
needle,fork,800000000,2,5,17.907748,3.141589125
needle,fork,800000000,4,1,9.903630,3.141588619
needle,fork,800000000,4,2,9.879515,3.141588619
needle,fork,800000000,4,3,8.247802,3.141588619
needle,fork,800000000,4,4,9.848598,3.141588619
needle,fork,800000000,4,5,9.952375,3.141588619
needle,fork,800000000,8,1,5.016170,3.141405290
needle,fork,800000000,8,2,3.418591,3.141405290
needle,fork,800000000,8,3,5.015486,3.141405290
needle,fork,800000000,8,4,5.224600,3.141405290
needle,fork,800000000,8,5,5.192708,3.141405290
needle,fork,800000000,16,1,3.077097,3.141346056
needle,fork,800000000,16,2,2.915611,3.141346056
needle,fork,800000000,16,3,2.877560,3.141346056
needle,fork,800000000,16,4,2.978618,3.141346056
needle,fork,800000000,16,5,1.470584,3.141346056
needle,fork,1600000000,1,1,73.828008,3.141626993
needle,fork,1600000000,1,2,73.844910,3.141626993
needle,fork,1600000000,1,3,72.315761,3.141626993
needle,fork,1600000000,1,4,75.315817,3.141626993
needle,fork,1600000000,1,5,35.262305,3.141626993
needle,fork,1600000000,2,1,18.604033,3.141679434
needle,fork,1600000000,2,2,19.731842,3.141679434
needle,fork,1600000000,2,3,37.498656,3.141679434
needle,fork,1600000000,2,4,37.703014,3.141679434
needle,fork,1600000000,2,5,37.989616,3.141679434
needle,fork,1600000000,4,1,18.361909,3.141576923
needle,fork,1600000000,4,2,19.147896,3.141576923
needle,fork,1600000000,4,3,18.406858,3.141576923
needle,fork,1600000000,4,4,19.125179,3.141576923
needle,fork,1600000000,4,5,18.370504,3.141576923
needle,fork,1600000000,8,1,11.184969,3.141592382
needle,fork,1600000000,8,2,9.569524,3.141592382
needle,fork,1600000000,8,3,9.442320,3.141592382
needle,fork,1600000000,8,4,9.400571,3.141592382
needle,fork,1600000000,8,5,9.550994,3.141592382
needle,fork,1600000000,16,1,7.350026,3.141462904
needle,fork,1600000000,16,2,6.041115,3.141462904
needle,fork,1600000000,16,3,7.245631,3.141462904
needle,fork,1600000000,16,4,5.646186,3.141462904
needle,fork,1600000000,16,5,5.381829,3.141462904
needle,omp,20000000,1,1,0.856993,3.141695164
needle,omp,20000000,1,2,0.868581,3.141695164
needle,omp,20000000,1,3,0.852307,3.141695164
needle,omp,20000000,1,4,0.848264,3.141695164
needle,omp,20000000,1,5,0.847689,3.141695164
needle,omp,20000000,2,1,0.476715,3.141317179
needle,omp,20000000,2,2,0.480159,3.141317179
needle,omp,20000000,2,3,0.481585,3.141317179
needle,omp,20000000,2,4,0.467974,3.141317179
needle,omp,20000000,2,5,0.465264,3.141317179
needle,omp,20000000,4,1,0.235677,3.141088755
needle,omp,20000000,4,2,0.246907,3.141088755
needle,omp,20000000,4,3,0.247190,3.141088755
needle,omp,20000000,4,4,0.237721,3.141088755
needle,omp,20000000,4,5,0.250210,3.141088755
needle,omp,20000000,8,1,0.135835,3.141403032
needle,omp,20000000,8,2,0.131157,3.141403032
needle,omp,20000000,8,3,0.134085,3.141403032
needle,omp,20000000,8,4,0.133892,3.141403032
needle,omp,20000000,8,5,0.136235,3.141403032
needle,omp,20000000,16,1,0.131751,3.142230717
needle,omp,20000000,16,2,0.127795,3.142230717
needle,omp,20000000,16,3,0.128813,3.142230717
needle,omp,20000000,16,4,0.142072,3.142230717
needle,omp,20000000,16,5,0.133995,3.142230717
needle,omp,40000000,1,1,1.836977,3.141528613
needle,omp,40000000,1,2,1.805613,3.141528613
needle,omp,40000000,1,3,1.837514,3.141528613
needle,omp,40000000,1,4,1.853522,3.141528613
needle,omp,40000000,1,5,1.841440,3.141528613
needle,omp,40000000,2,1,0.939101,3.141467425
needle,omp,40000000,2,2,1.745423,3.141467425
needle,omp,40000000,2,3,0.935618,3.141467425
needle,omp,40000000,2,4,0.934615,3.141467425
needle,omp,40000000,2,5,0.942434,3.141467425
needle,omp,40000000,4,1,0.481388,3.140580469
needle,omp,40000000,4,2,0.480450,3.140580469
needle,omp,40000000,4,3,0.483182,3.140580469
needle,omp,40000000,4,4,0.487996,3.140580469
needle,omp,40000000,4,5,0.495284,3.140580469
needle,omp,40000000,8,1,0.253943,3.141339136
needle,omp,40000000,8,2,0.274404,3.141339136
needle,omp,40000000,8,3,0.256014,3.141339136
needle,omp,40000000,8,4,0.250496,3.141339136
needle,omp,40000000,8,5,0.250611,3.141339136
needle,omp,40000000,16,1,0.190924,3.141615464
needle,omp,40000000,16,2,0.149783,3.141615464
needle,omp,40000000,16,3,0.184789,3.141615464
needle,omp,40000000,16,4,0.142606,3.141615464
needle,omp,40000000,16,5,0.193286,3.141615464
needle,omp,80000000,1,1,3.487766,3.141580304
needle,omp,80000000,1,2,3.367501,3.141580304
needle,omp,80000000,1,3,3.636931,3.141580304
needle,omp,80000000,1,4,3.636433,3.141580304
needle,omp,80000000,1,5,3.657341,3.141580304
needle,omp,80000000,2,1,1.886765,3.141027337
needle,omp,80000000,2,2,1.871405,3.141027337
needle,omp,80000000,2,3,1.871994,3.141027337
needle,omp,80000000,2,4,2.578673,3.141027337
needle,omp,80000000,2,5,1.861699,3.141027337
needle,omp,80000000,4,1,0.948392,3.141101458
needle,omp,80000000,4,2,0.941207,3.141101458
needle,omp,80000000,4,3,0.956262,3.141101458
needle,omp,80000000,4,4,0.946077,3.141101458
needle,omp,80000000,4,5,0.949030,3.141101458
needle,omp,80000000,8,1,0.495310,3.140579852
needle,omp,80000000,8,2,0.494906,3.140579852
needle,omp,80000000,8,3,0.456255,3.140579852
needle,omp,80000000,8,4,0.455181,3.140579852
needle,omp,80000000,8,5,0.455097,3.140579852
needle,omp,80000000,16,1,0.287646,3.141473100
needle,omp,80000000,16,2,0.290110,3.141473100
needle,omp,80000000,16,3,0.273213,3.141473100
needle,omp,80000000,16,4,0.295191,3.141473100
needle,omp,80000000,16,5,0.279032,3.141473100
needle,omp,200000000,1,1,8.886507,3.141641570
needle,omp,200000000,1,2,9.154702,3.141641570
needle,omp,200000000,1,3,9.933032,3.141641570
needle,omp,200000000,1,4,8.759904,3.141641570
needle,omp,200000000,1,5,9.002484,3.141641570
needle,omp,200000000,2,1,4.682650,3.141248155
needle,omp,200000000,2,2,5.530418,3.141248155
needle,omp,200000000,2,3,4.746588,3.141248155
needle,omp,200000000,2,4,4.502601,3.141248155
needle,omp,200000000,2,5,4.451124,3.141248155
needle,omp,200000000,4,1,2.314792,3.141162163
needle,omp,200000000,4,2,2.280066,3.141162163
needle,omp,200000000,4,3,2.287370,3.141162163
needle,omp,200000000,4,4,2.354602,3.141162163
needle,omp,200000000,4,5,2.353549,3.141162163
needle,omp,200000000,8,1,1.201779,3.141029804
needle,omp,200000000,8,2,1.208906,3.141029804
needle,omp,200000000,8,3,1.197190,3.141029804
needle,omp,200000000,8,4,2.009417,3.141029804
needle,omp,200000000,8,5,1.227092,3.141029804
needle,omp,200000000,16,1,0.873185,3.141255506
needle,omp,200000000,16,2,0.722449,3.141255506
needle,omp,200000000,16,3,0.685685,3.141255506
needle,omp,200000000,16,4,0.702584,3.141255506
needle,omp,200000000,16,5,0.698634,3.141255506
needle,omp,400000000,1,1,17.701437,3.141779434
needle,omp,400000000,1,2,18.920137,3.141779434
needle,omp,400000000,1,3,17.815039,3.141779434
needle,omp,400000000,1,4,18.797663,3.141779434
needle,omp,400000000,1,5,17.948992,3.141779434
needle,omp,400000000,2,1,9.248492,3.141439003
needle,omp,400000000,2,2,9.261382,3.141439003
needle,omp,400000000,2,3,9.393859,3.141439003
needle,omp,400000000,2,4,10.394730,3.141439003
needle,omp,400000000,2,5,8.970006,3.141439003
needle,omp,400000000,4,1,4.509970,3.141463255
needle,omp,400000000,4,2,4.644506,3.141463255
needle,omp,400000000,4,3,4.677346,3.141463255
needle,omp,400000000,4,4,4.654141,3.141463255
needle,omp,400000000,4,5,5.596794,3.141463255
needle,omp,400000000,8,1,2.412052,3.141328108
needle,omp,400000000,8,2,2.379377,3.141328108
needle,omp,400000000,8,3,2.234320,3.141328108
needle,omp,400000000,8,4,2.224869,3.141328108
needle,omp,400000000,8,5,2.374363,3.141328108
needle,omp,400000000,16,1,1.374423,3.141163001
needle,omp,400000000,16,2,1.480147,3.141163001
needle,omp,400000000,16,3,1.489044,3.141163001
needle,omp,400000000,16,4,1.506361,3.141163001
needle,omp,400000000,16,5,1.603292,3.141163001
needle,omp,800000000,1,1,37.069139,3.141726663
needle,omp,800000000,1,2,36.123906,3.141726663
needle,omp,800000000,1,3,37.645263,3.141726663
needle,omp,800000000,1,4,36.748199,3.141726663
needle,omp,800000000,1,5,36.618332,3.141726663
needle,omp,800000000,2,1,18.125847,3.141589125
needle,omp,800000000,2,2,18.882137,3.141589125
needle,omp,800000000,2,3,18.292764,3.141589125
needle,omp,800000000,2,4,18.843299,3.141589125
needle,omp,800000000,2,5,18.918692,3.141589125
needle,omp,800000000,4,1,9.122717,3.141588619
needle,omp,800000000,4,2,9.005605,3.141588619
needle,omp,800000000,4,3,9.233549,3.141588619
needle,omp,800000000,4,4,10.219367,3.141588619
needle,omp,800000000,4,5,9.214084,3.141588619
needle,omp,800000000,8,1,4.703208,3.141405290
needle,omp,800000000,8,2,4.718875,3.141405290
needle,omp,800000000,8,3,4.727775,3.141405290
needle,omp,800000000,8,4,5.646925,3.141405290
needle,omp,800000000,8,5,4.781235,3.141405290
needle,omp,800000000,16,1,2.782094,3.141346056
needle,omp,800000000,16,2,2.635997,3.141346056
needle,omp,800000000,16,3,2.745176,3.141346056
needle,omp,800000000,16,4,2.873560,3.141346056
needle,omp,800000000,16,5,2.750718,3.141346056
needle,omp,1600000000,1,1,73.844310,3.141626993
needle,omp,1600000000,1,2,74.287409,3.141626993
needle,omp,1600000000,1,3,75.493983,3.141626993
needle,omp,1600000000,1,4,73.327102,3.141626993
needle,omp,1600000000,1,5,73.296607,3.141626993
needle,omp,1600000000,2,1,37.422214,3.141679434
needle,omp,1600000000,2,2,37.717906,3.141679434
needle,omp,1600000000,2,3,36.992858,3.141679434
needle,omp,1600000000,2,4,37.090347,3.141679434
needle,omp,1600000000,2,5,37.356906,3.141679434
needle,omp,1600000000,4,1,19.350423,3.141576923
needle,omp,1600000000,4,2,18.090036,3.141576923
