impl,size,workers,iter,seconds
openmp_blocked,3000,4,5,1.45
openmp_bt,3000,4,6,3.45
openmp_blocked,3000,4,6,1.46
openmp_bt,3000,4,7,3.50
openmp_blocked,3000,4,7,1.38
openmp_bt,3000,4,8,3.47
openmp_blocked,3000,4,8,1.35
openmp_bt,3000,4,9,3.57
openmp_blocked,3000,4,9,1.56
openmp_bt,3000,4,10,3.52
openmp_blocked,3000,4,10,1.46
openmp_bt,3000,8,1,2.17
openmp_blocked,3000,8,1,1.12
openmp_bt,3000,8,2,2.22
openmp_blocked,3000,8,2,1.18
openmp_bt,3000,8,3,2.17
openmp_blocked,3000,8,3,1.13
openmp_bt,3000,8,4,2.18
openmp_blocked,3000,8,4,1.16
openmp_bt,3000,8,5,2.24
openmp_blocked,3000,8,5,1.26
openmp_bt,3000,8,6,2.17
openmp_blocked,3000,8,6,1.16
openmp_bt,3000,8,7,2.16
openmp_blocked,3000,8,7,1.15
openmp_bt,3000,8,8,2.21
openmp_blocked,3000,8,8,1.11
openmp_bt,3000,8,9,2.23
openmp_blocked,3000,8,9,1.12
openmp_bt,3000,8,10,2.21
openmp_blocked,3000,8,10,1.20
openmp_bt,3000,16,1,2.43
openmp_blocked,3000,16,1,1.08
openmp_bt,3000,16,2,2.67
openmp_blocked,3000,16,2,1.05
openmp_bt,3000,16,3,2.50
openmp_blocked,3000,16,3,1.05
openmp_bt,3000,16,4,2.62
openmp_blocked,3000,16,4,1.06
openmp_bt,3000,16,5,2.33
openmp_blocked,3000,16,5,1.03
openmp_bt,3000,16,6,3.50
openmp_blocked,3000,16,6,1.07
openmp_bt,3000,16,7,2.39
openmp_blocked,3000,16,7,1.06
openmp_bt,3000,16,8,3.02
openmp_blocked,3000,16,8,1.08
openmp_bt,3000,16,9,2.59
openmp_blocked,3000,16,9,1.05
openmp_bt,3000,16,10,2.60
openmp_blocked,3000,16,10,1.04
openmp_bt,3000,32,1,3.55
openmp_blocked,3000,32,1,1.06
openmp_bt,3000,32,2,3.80
openmp_blocked,3000,32,2,1.06
openmp_bt,3000,32,3,3.50
openmp_blocked,3000,32,3,1.07
openmp_bt,3000,32,4,3.56
openmp_blocked,3000,32,4,1.11
openmp_bt,3000,32,5,4.09
openmp_blocked,3000,32,5,1.13
openmp_bt,3000,32,6,3.37
openmp_blocked,3000,32,6,1.09
openmp_bt,3000,32,7,3.05
openmp_blocked,3000,32,7,1.08
openmp_bt,3000,32,8,3.69
openmp_blocked,3000,32,8,1.08
openmp_bt,3000,32,9,3.42
openmp_blocked,3000,32,9,1.08
openmp_bt,3000,32,10,3.44
openmp_blocked,3000,32,10,1.08
openmp_bt,4000,1,1,22.59
openmp_blocked,4000,1,1,7.57
openmp_bt,4000,1,2,22.57
openmp_blocked,4000,1,2,7.38
openmp_bt,4000,1,3,22.64
openmp_blocked,4000,1,3,7.37
openmp_bt,4000,1,4,22.57
openmp_blocked,4000,1,4,9.95
openmp_bt,4000,1,5,62.68
openmp_blocked,4000,1,5,8.17
openmp_bt,4000,1,6,23.91
openmp_blocked,4000,1,6,7.83
openmp_bt,4000,1,7,24.80
openmp_blocked,4000,1,7,7.66
openmp_bt,4000,1,8,23.00
openmp_blocked,4000,1,8,7.39
openmp_bt,4000,1,9,22.54
openmp_blocked,4000,1,9,7.40
openmp_bt,4000,1,10,22.44
openmp_blocked,4000,1,10,7.38
openmp_bt,4000,2,1,13.93
openmp_blocked,4000,2,1,4.45
openmp_bt,4000,2,2,14.00
openmp_blocked,4000,2,2,4.48
openmp_bt,4000,2,3,14.93
openmp_blocked,4000,2,3,4.35
openmp_bt,4000,2,4,13.58
openmp_blocked,4000,2,4,4.41
openmp_bt,4000,2,5,13.95
openmp_blocked,4000,2,5,4.43
openmp_bt,4000,2,6,13.68
openmp_blocked,4000,2,6,4.82
openmp_bt,4000,2,7,24.82
openmp_blocked,4000,2,7,6.45
openmp_bt,4000,2,8,19.22
openmp_blocked,4000,2,8,4.68
openmp_bt,4000,2,9,15.48
openmp_blocked,4000,2,9,4.49
openmp_bt,4000,2,10,14.63
openmp_blocked,4000,2,10,4.81
openmp_bt,4000,4,1,8.22
openmp_blocked,4000,4,1,3.27
openmp_bt,4000,4,2,9.02
openmp_blocked,4000,4,2,3.33
openmp_bt,4000,4,3,8.35
openmp_blocked,4000,4,3,3.18
openmp_bt,4000,4,4,8.62
openmp_blocked,4000,4,4,3.33
openmp_bt,4000,4,5,8.58
openmp_blocked,4000,4,5,3.22
openmp_bt,4000,4,6,8.57
openmp_blocked,4000,4,6,3.09
openmp_bt,4000,4,7,7.99
openmp_blocked,4000,4,7,3.07
openmp_bt,4000,4,8,7.98
openmp_blocked,4000,4,8,3.09
openmp_bt,4000,4,9,8.12
openmp_blocked,4000,4,9,3.10
openmp_bt,4000,4,10,8.04
openmp_blocked,4000,4,10,3.06
openmp_bt,4000,8,1,5.06
openmp_blocked,4000,8,1,2.39
openmp_bt,4000,8,2,5.01
openmp_blocked,4000,8,2,2.49
openmp_bt,4000,8,3,5.08
openmp_blocked,4000,8,3,2.44
openmp_bt,4000,8,4,5.01
openmp_blocked,4000,8,4,2.43
openmp_bt,4000,8,5,4.98
openmp_blocked,4000,8,5,2.42
openmp_bt,4000,8,6,4.93
openmp_blocked,4000,8,6,2.60
openmp_bt,4000,8,7,5.07
openmp_blocked,4000,8,7,2.46
openmp_bt,4000,8,8,5.08
openmp_blocked,4000,8,8,2.49
openmp_bt,4000,8,9,5.01
openmp_blocked,4000,8,9,2.45
openmp_bt,4000,8,10,4.96
openmp_blocked,4000,8,10,2.40
openmp_bt,4000,16,1,8.27
openmp_blocked,4000,16,1,2.29
openmp_bt,4000,16,2,8.48
openmp_blocked,4000,16,2,2.31
openmp_bt,4000,16,3,10.28
openmp_blocked,4000,16,3,2.28
openmp_bt,4000,16,4,9.50
openmp_blocked,4000,16,4,2.42
openmp_bt,4000,16,5,14.46
openmp_blocked,4000,16,5,2.40
openmp_bt,4000,16,6,9.86
openmp_blocked,4000,16,6,2.35
openmp_bt,4000,16,7,10.18
openmp_blocked,4000,16,7,2.24
openmp_bt,4000,16,8,10.76
openmp_blocked,4000,16,8,2.59
openmp_bt,4000,16,9,13.39
openmp_blocked,4000,16,9,2.37
openmp_bt,4000,16,10,10.75
openmp_blocked,4000,16,10,2.31
openmp_bt,4000,32,1,16.19
openmp_blocked,4000,32,1,2.29
openmp_bt,4000,32,2,15.37
openmp_blocked,4000,32,2,2.36
openmp_bt,4000,32,3,14.10
openmp_blocked,4000,32,3,2.38
openmp_bt,4000,32,4,14.27
openmp_blocked,4000,32,4,2.84
openmp_bt,4000,32,5,16.60
openmp_blocked,4000,32,5,2.31
openmp_bt,4000,32,6,16.14
openmp_blocked,4000,32,6,2.27
openmp_bt,4000,32,7,16.65
openmp_blocked,4000,32,7,2.27
openmp_bt,4000,32,8,16.53
openmp_blocked,4000,32,8,2.38
openmp_bt,4000,32,9,14.90
openmp_blocked,4000,32,9,2.40
openmp_bt,4000,32,10,14.06
openmp_blocked,4000,32,10,2.26
