algo,impl,N,workers,iter,seconds,pi
dart,threads,20000000,4,1,0.044648,3.142270600
dart,threads,20000000,4,2,0.047682,3.142270600
dart,threads,20000000,4,3,0.044482,3.142270600
dart,threads,20000000,4,4,0.047129,3.142270600
dart,threads,20000000,4,5,0.044048,3.142270600
dart,threads,20000000,8,1,0.038959,3.141369200
dart,threads,20000000,8,2,0.052646,3.141369200
dart,threads,20000000,8,3,0.053281,3.141369200
dart,threads,20000000,8,4,0.045465,3.141369200
dart,threads,20000000,8,5,0.053114,3.141369200
dart,threads,20000000,16,1,0.035709,3.142072200
dart,threads,20000000,16,2,0.033845,3.142072200
dart,threads,20000000,16,3,0.038600,3.142072200
dart,threads,20000000,16,4,0.039679,3.142072200
dart,threads,20000000,16,5,0.040058,3.142072200
dart,threads,40000000,1,1,0.285519,3.141946200
dart,threads,40000000,1,2,0.289770,3.141946200
dart,threads,40000000,1,3,0.282340,3.141946200
dart,threads,40000000,1,4,0.289831,3.141946200
dart,threads,40000000,1,5,0.290534,3.141946200
dart,threads,40000000,2,1,0.154562,3.142063900
dart,threads,40000000,2,2,0.158659,3.142063900
dart,threads,40000000,2,3,0.157259,3.142063900
dart,threads,40000000,2,4,0.157055,3.142063900
dart,threads,40000000,2,5,0.171286,3.142063900
dart,threads,40000000,4,1,0.171771,3.141963100
dart,threads,40000000,4,2,0.178113,3.141963100
dart,threads,40000000,4,3,0.094172,3.141963100
dart,threads,40000000,4,4,0.093321,3.141963100
dart,threads,40000000,4,5,0.110762,3.141963100
dart,threads,40000000,8,1,0.086527,3.141938700
dart,threads,40000000,8,2,0.082121,3.141938700
dart,threads,40000000,8,3,0.083637,3.141938700
dart,threads,40000000,8,4,0.104142,3.141938700
dart,threads,40000000,8,5,0.091726,3.141938700
dart,threads,40000000,16,1,0.071455,3.141795400
dart,threads,40000000,16,2,0.071088,3.141795400
dart,threads,40000000,16,3,0.072956,3.141795400
dart,threads,40000000,16,4,0.078923,3.141795400
dart,threads,40000000,16,5,0.082141,3.141795400
dart,threads,80000000,1,1,0.626913,3.141640600
dart,threads,80000000,1,2,0.615158,3.141640600
dart,threads,80000000,1,3,0.578786,3.141640600
dart,threads,80000000,1,4,0.564875,3.141640600
dart,threads,80000000,1,5,0.563710,3.141640600
dart,threads,80000000,2,1,0.299940,3.141871350
dart,threads,80000000,2,2,0.296457,3.141871350
dart,threads,80000000,2,3,0.319723,3.141871350
dart,threads,80000000,2,4,0.303694,3.141871350
dart,threads,80000000,2,5,0.296006,3.141871350
dart,threads,80000000,4,1,0.190416,3.141810850
dart,threads,80000000,4,2,0.177537,3.141810850
dart,threads,80000000,4,3,0.174905,3.141810850
dart,threads,80000000,4,4,0.193255,3.141810850
dart,threads,80000000,4,5,0.169261,3.141810850
dart,threads,80000000,8,1,0.205606,3.141604700
dart,threads,80000000,8,2,0.119280,3.141604700
dart,threads,80000000,8,3,0.152921,3.141604700
dart,threads,80000000,8,4,0.196520,3.141604700
dart,threads,80000000,8,5,0.206503,3.141604700
dart,threads,80000000,16,1,0.138298,3.141934350
dart,threads,80000000,16,2,0.145331,3.141934350
dart,threads,80000000,16,3,0.158716,3.141934350
dart,threads,80000000,16,4,0.137719,3.141934350
dart,threads,80000000,16,5,0.146299,3.141934350
dart,threads,200000000,1,1,1.419668,3.141792440
dart,threads,200000000,1,2,1.395698,3.141792440
dart,threads,200000000,1,3,1.413600,3.141792440
dart,threads,200000000,1,4,1.408144,3.141792440
dart,threads,200000000,1,5,1.412961,3.141792440
dart,threads,200000000,2,1,0.742335,3.141686840
dart,threads,200000000,2,2,0.745433,3.141686840
dart,threads,200000000,2,3,0.735918,3.141686840
dart,threads,200000000,2,4,0.737005,3.141686840
dart,threads,200000000,2,5,1.617327,3.141686840
dart,threads,200000000,4,1,0.564184,3.141707480
dart,threads,200000000,4,2,0.416271,3.141707480
dart,threads,200000000,4,3,0.410846,3.141707480
dart,threads,200000000,4,4,0.746824,3.141707480
dart,threads,200000000,4,5,0.416663,3.141707480
dart,threads,200000000,8,1,0.429600,3.141602420
dart,threads,200000000,8,2,0.425699,3.141602420
dart,threads,200000000,8,3,0.409487,3.141602420
dart,threads,200000000,8,4,0.419416,3.141602420
dart,threads,200000000,8,5,0.341787,3.141602420
dart,threads,200000000,16,1,0.330996,3.141520500
dart,threads,200000000,16,2,0.322373,3.141520500
dart,threads,200000000,16,3,0.366545,3.141520500
dart,threads,200000000,16,4,0.343125,3.141520500
dart,threads,200000000,16,5,0.325157,3.141520500
dart,threads,400000000,1,1,2.842021,3.141689700
dart,threads,400000000,1,2,2.821366,3.141689700
dart,threads,400000000,1,3,2.807769,3.141689700
dart,threads,400000000,1,4,2.820461,3.141689700
dart,threads,400000000,1,5,2.812915,3.141689700
dart,threads,400000000,2,1,1.467934,3.141737310
dart,threads,400000000,2,2,1.479344,3.141737310
dart,threads,400000000,2,3,1.510380,3.141737310
dart,threads,400000000,2,4,1.460772,3.141737310
dart,threads,400000000,2,5,1.464716,3.141737310
dart,threads,400000000,4,1,0.820281,3.141626220
dart,threads,400000000,4,2,0.860945,3.141626220
dart,threads,400000000,4,3,0.978994,3.141626220
dart,threads,400000000,4,4,1.011608,3.141626220
dart,threads,400000000,4,5,2.314224,3.141626220
dart,threads,400000000,8,1,0.776312,3.141604080
dart,threads,400000000,8,2,0.784362,3.141604080
dart,threads,400000000,8,3,0.782659,3.141604080
dart,threads,400000000,8,4,0.910798,3.141604080
dart,threads,400000000,8,5,0.802298,3.141604080
dart,threads,400000000,16,1,0.644521,3.141570210
dart,threads,400000000,16,2,0.663698,3.141570210
dart,threads,400000000,16,3,0.643150,3.141570210
dart,threads,400000000,16,4,0.641352,3.141570210
dart,threads,400000000,16,5,0.653112,3.141570210
dart,threads,800000000,1,1,5.630253,3.141648020
dart,threads,800000000,1,2,5.613144,3.141648020
dart,threads,800000000,1,3,5.618186,3.141648020
dart,threads,800000000,1,4,5.591292,3.141648020
dart,threads,800000000,1,5,6.481017,3.141648020
dart,threads,800000000,2,1,3.010143,3.141723540
dart,threads,800000000,2,2,2.917373,3.141723540
dart,threads,800000000,2,3,2.931183,3.141723540
dart,threads,800000000,2,4,2.915616,3.141723540
dart,threads,800000000,2,5,2.932957,3.141723540
dart,threads,800000000,4,1,1.766744,3.141665650
dart,threads,800000000,4,2,2.225011,3.141665650
dart,threads,800000000,4,3,1.753369,3.141665650
dart,threads,800000000,4,4,2.120651,3.141665650
dart,threads,800000000,4,5,2.466155,3.141665650
dart,threads,800000000,8,1,1.700839,3.141608460
dart,threads,800000000,8,2,2.379370,3.141608460
dart,threads,800000000,8,3,1.517255,3.141608460
dart,threads,800000000,8,4,1.530604,3.141608460
dart,threads,800000000,8,5,1.454208,3.141608460
dart,threads,800000000,16,1,1.276494,3.141604020
dart,threads,800000000,16,2,1.298258,3.141604020
dart,threads,800000000,16,3,1.266436,3.141604020
dart,threads,800000000,16,4,1.285979,3.141604020
dart,threads,800000000,16,5,1.276647,3.141604020
dart,threads,1600000000,1,1,11.232357,3.141599408
dart,threads,1600000000,1,2,12.119374,3.141599408
dart,threads,1600000000,1,3,11.141146,3.141599408
dart,threads,1600000000,1,4,11.163235,3.141599408
dart,threads,1600000000,1,5,12.051728,3.141599408
dart,threads,1600000000,2,1,5.941058,3.141649095
dart,threads,1600000000,2,2,5.854093,3.141649095
dart,threads,1600000000,2,3,6.286045,3.141649095
dart,threads,1600000000,2,4,6.524035,3.141649095
dart,threads,1600000000,2,5,6.677328,3.141649095
dart,threads,1600000000,4,1,3.739946,3.141681043
dart,threads,1600000000,4,2,3.741932,3.141681043
dart,threads,1600000000,4,3,3.397085,3.141681043
dart,threads,1600000000,4,4,3.707660,3.141681043
dart,threads,1600000000,4,5,3.877908,3.141681043
dart,threads,1600000000,8,1,3.160344,3.141626777
dart,threads,1600000000,8,2,2.961879,3.141626777
dart,threads,1600000000,8,3,3.213461,3.141626777
dart,threads,1600000000,8,4,3.817108,3.141626777
dart,threads,1600000000,8,5,2.925071,3.141626777
dart,threads,1600000000,16,1,2.588754,3.141618087
dart,threads,1600000000,16,2,2.534192,3.141618087
dart,threads,1600000000,16,3,2.544485,3.141618087
dart,threads,1600000000,16,4,2.522850,3.141618087
dart,threads,1600000000,16,5,2.536414,3.141618087
dart,threads,3200000000,1,1,23.416325,3.141590966
dart,threads,3200000000,1,2,22.271341,3.141590966
dart,threads,3200000000,1,3,23.316021,3.141590966
dart,threads,3200000000,1,4,23.315081,3.141590966
dart,threads,3200000000,1,5,22.257643,3.141590966
dart,threads,3200000000,2,1,12.880846,3.141604802
dart,threads,3200000000,2,2,13.115522,3.141604802
dart,threads,3200000000,2,3,13.687973,3.141604802
dart,threads,3200000000,2,4,12.194490,3.141604802
dart,threads,3200000000,2,5,11.650902,3.141604802
dart,threads,3200000000,4,1,8.577629,3.141631171
dart,threads,3200000000,4,2,8.083959,3.141631171
dart,threads,3200000000,4,3,9.042887,3.141631171
dart,threads,3200000000,4,4,8.054654,3.141631171
dart,threads,3200000000,4,5,8.893188,3.141631171
dart,threads,3200000000,8,1,5.943616,3.141648731
dart,threads,3200000000,8,2,5.834306,3.141648731
dart,threads,3200000000,8,3,5.533201,3.141648731
dart,threads,3200000000,8,4,5.581420,3.141648731
dart,threads,3200000000,8,5,6.360775,3.141648731
dart,threads,3200000000,16,1,5.143125,3.141602634
dart,threads,3200000000,16,2,5.040152,3.141602634
dart,threads,3200000000,16,3,5.005046,3.141602634
dart,threads,3200000000,16,4,5.008682,3.141602634
dart,threads,3200000000,16,5,5.064834,3.141602634
dart,threads,6400000000,1,1,46.806887,3.141600751
dart,threads,6400000000,1,2,45.544961,3.141600751
dart,threads,6400000000,1,3,45.804392,3.141600751
dart,threads,6400000000,1,4,46.117312,3.141600751
dart,threads,6400000000,1,5,46.628709,3.141600751
dart,threads,6400000000,2,1,24.847867,3.141595195
dart,threads,6400000000,2,2,23.749486,3.141595195
dart,threads,6400000000,2,3,24.449239,3.141595195
dart,threads,6400000000,2,4,24.285140,3.141595195
dart,threads,6400000000,2,5,24.866748,3.141595195
dart,threads,6400000000,4,1,15.044408,3.141610217
dart,threads,6400000000,4,2,19.591493,3.141610217
dart,threads,6400000000,4,3,15.043837,3.141610217
dart,threads,6400000000,4,4,17.342952,3.141610217
dart,threads,6400000000,4,5,14.949122,3.141610217
dart,threads,6400000000,8,1,11.319416,3.141619794
dart,threads,6400000000,8,2,12.227752,3.141619794
dart,threads,6400000000,8,3,11.273838,3.141619794
dart,threads,6400000000,8,4,10.897344,3.141619794
dart,threads,6400000000,8,5,11.694361,3.141619794
dart,threads,6400000000,16,1,10.167103,3.141624760
dart,threads,6400000000,16,2,10.262395,3.141624760
dart,threads,6400000000,16,3,10.723974,3.141624760
dart,threads,6400000000,16,4,10.133184,3.141624760
dart,threads,6400000000,16,5,10.330551,3.141624760
dart,fork,20000000,1,1,0.148342,3.141681000
dart,fork,20000000,1,2,0.146295,3.141681000
dart,fork,20000000,1,3,0.148034,3.141681000
dart,fork,20000000,1,4,0.146624,3.141681000
dart,fork,20000000,1,5,0.152457,3.141681000
dart,fork,20000000,2,1,0.087919,3.141923600
dart,fork,20000000,2,2,0.078543,3.141923600
dart,fork,20000000,2,3,0.078614,3.141923600
dart,fork,20000000,2,4,0.077978,3.141923600
dart,fork,20000000,2,5,0.085446,3.141923600
dart,fork,20000000,4,1,0.049873,3.142270600
dart,fork,20000000,4,2,0.058520,3.142270600
dart,fork,20000000,4,3,0.044078,3.142270600
dart,fork,20000000,4,4,0.053762,3.142270600
dart,fork,20000000,4,5,0.044335,3.142270600
dart,fork,20000000,8,1,0.046276,3.141369200
dart,fork,20000000,8,2,0.044607,3.141369200
dart,fork,20000000,8,3,0.046185,3.141369200
dart,fork,20000000,8,4,0.050246,3.141369200
dart,fork,20000000,8,5,0.053921,3.141369200
dart,fork,20000000,16,1,0.039051,3.142072200
dart,fork,20000000,16,2,0.037850,3.142072200
dart,fork,20000000,16,3,0.038327,3.142072200
dart,fork,20000000,16,4,0.035195,3.142072200
dart,fork,20000000,16,5,0.038477,3.142072200
dart,fork,40000000,1,1,0.307975,3.141946200
dart,fork,40000000,1,2,0.316930,3.141946200
dart,fork,40000000,1,3,0.314167,3.141946200
dart,fork,40000000,1,4,0.310772,3.141946200
dart,fork,40000000,1,5,0.312617,3.141946200
dart,fork,40000000,2,1,0.166693,3.142063900
dart,fork,40000000,2,2,0.164937,3.142063900
dart,fork,40000000,2,3,0.164376,3.142063900
dart,fork,40000000,2,4,0.164426,3.142063900
dart,fork,40000000,2,5,0.354844,3.142063900
dart,fork,40000000,4,1,0.092259,3.141963100
dart,fork,40000000,4,2,0.094667,3.141963100
dart,fork,40000000,4,3,0.094384,3.141963100
dart,fork,40000000,4,4,0.087788,3.141963100
dart,fork,40000000,4,5,0.087784,3.141963100
dart,fork,40000000,8,1,0.074975,3.141938700
dart,fork,40000000,8,2,0.091416,3.141938700
dart,fork,40000000,8,3,0.592965,3.141938700
dart,fork,40000000,8,4,0.096911,3.141938700
dart,fork,40000000,8,5,0.088789,3.141938700
dart,fork,40000000,16,1,0.075956,3.141795400
dart,fork,40000000,16,2,0.075977,3.141795400
dart,fork,40000000,16,3,0.068520,3.141795400
dart,fork,40000000,16,4,0.073709,3.141795400
dart,fork,40000000,16,5,0.071929,3.141795400
dart,fork,80000000,1,1,0.579854,3.141640600
dart,fork,80000000,1,2,0.577570,3.141640600
dart,fork,80000000,1,3,0.580739,3.141640600
dart,fork,80000000,1,4,0.594328,3.141640600
dart,fork,80000000,1,5,0.570105,3.141640600
dart,fork,80000000,2,1,0.310375,3.141871350
dart,fork,80000000,2,2,0.294589,3.141871350
dart,fork,80000000,2,3,0.523546,3.141871350
dart,fork,80000000,2,4,0.282935,3.141871350
dart,fork,80000000,2,5,0.278964,3.141871350
dart,fork,80000000,4,1,0.159287,3.141810850
dart,fork,80000000,4,2,0.160450,3.141810850
dart,fork,80000000,4,3,0.347826,3.141810850
dart,fork,80000000,4,4,0.321189,3.141810850
dart,fork,80000000,4,5,0.173796,3.141810850
dart,fork,80000000,8,1,0.194832,3.141604700
dart,fork,80000000,8,2,0.189171,3.141604700
dart,fork,80000000,8,3,0.154068,3.141604700
dart,fork,80000000,8,4,0.126416,3.141604700
dart,fork,80000000,8,5,0.189739,3.141604700
dart,fork,80000000,16,1,0.129889,3.141934350
dart,fork,80000000,16,2,0.145314,3.141934350
dart,fork,80000000,16,3,0.126616,3.141934350
dart,fork,80000000,16,4,0.139111,3.141934350
dart,fork,80000000,16,5,0.130140,3.141934350
dart,fork,200000000,1,1,1.453040,3.141792440
dart,fork,200000000,1,2,1.428363,3.141792440
dart,fork,200000000,1,3,1.449015,3.141792440
dart,fork,200000000,1,4,1.521704,3.141792440
dart,fork,200000000,1,5,1.539969,3.141792440
dart,fork,200000000,2,1,0.732283,3.141686840
dart,fork,200000000,2,2,0.753262,3.141686840
dart,fork,200000000,2,3,0.737973,3.141686840
dart,fork,200000000,2,4,0.739217,3.141686840
dart,fork,200000000,2,5,0.740813,3.141686840
dart,fork,200000000,4,1,0.417036,3.141707480
dart,fork,200000000,4,2,0.410923,3.141707480
dart,fork,200000000,4,3,0.418287,3.141707480
dart,fork,200000000,4,4,0.435945,3.141707480
dart,fork,200000000,4,5,0.779060,3.141707480
dart,fork,200000000,8,1,0.485337,3.141602420
dart,fork,200000000,8,2,0.548835,3.141602420
dart,fork,200000000,8,3,0.468889,3.141602420
dart,fork,200000000,8,4,0.401577,3.141602420
dart,fork,200000000,8,5,0.386372,3.141602420
dart,fork,200000000,16,1,0.336535,3.141520500
dart,fork,200000000,16,2,0.318189,3.141520500
dart,fork,200000000,16,3,0.336950,3.141520500
dart,fork,200000000,16,4,0.331782,3.141520500
dart,fork,200000000,16,5,0.330487,3.141520500
dart,fork,400000000,1,1,2.831369,3.141689700
dart,fork,400000000,1,2,3.055003,3.141689700
dart,fork,400000000,1,3,3.367954,3.141689700
dart,fork,400000000,1,4,2.803381,3.141689700
dart,fork,400000000,1,5,2.617224,3.141689700
dart,fork,400000000,2,1,1.403513,3.141737310
dart,fork,400000000,2,2,1.471052,3.141737310
dart,fork,400000000,2,3,1.471653,3.141737310
dart,fork,400000000,2,4,1.529550,3.141737310
dart,fork,400000000,2,5,1.526218,3.141737310
dart,fork,400000000,4,1,1.093862,3.141626220
dart,fork,400000000,4,2,1.095255,3.141626220
dart,fork,400000000,4,3,0.949236,3.141626220
dart,fork,400000000,4,4,0.828034,3.141626220
dart,fork,400000000,4,5,0.984520,3.141626220
dart,fork,400000000,8,1,0.783495,3.141604080
dart,fork,400000000,8,2,0.818648,3.141604080
dart,fork,400000000,8,3,0.998367,3.141604080
dart,fork,400000000,8,4,1.001424,3.141604080
dart,fork,400000000,8,5,0.670985,3.141604080
dart,fork,400000000,16,1,0.647255,3.141570210
dart,fork,400000000,16,2,0.644415,3.141570210
dart,fork,400000000,16,3,0.644996,3.141570210
dart,fork,400000000,16,4,0.677753,3.141570210
dart,fork,400000000,16,5,0.657583,3.141570210
dart,fork,800000000,1,1,6.427385,3.141648020
dart,fork,800000000,1,2,5.516510,3.141648020
dart,fork,800000000,1,3,5.536429,3.141648020
dart,fork,800000000,1,4,5.793782,3.141648020
dart,fork,800000000,1,5,5.796430,3.141648020
dart,fork,800000000,2,1,2.954222,3.141723540
dart,fork,800000000,2,2,3.037284,3.141723540
dart,fork,800000000,2,3,3.578412,3.141723540
dart,fork,800000000,2,4,2.953844,3.141723540
dart,fork,800000000,2,5,2.787231,3.141723540
dart,fork,800000000,4,1,1.974522,3.141665650
dart,fork,800000000,4,2,2.050629,3.141665650
dart,fork,800000000,4,3,2.127295,3.141665650
dart,fork,800000000,4,4,2.283290,3.141665650
dart,fork,800000000,4,5,2.375868,3.141665650
dart,fork,800000000,8,1,1.427526,3.141608460
dart,fork,800000000,8,2,1.486994,3.141608460
dart,fork,800000000,8,3,1.572303,3.141608460
dart,fork,800000000,8,4,1.719646,3.141608460
dart,fork,800000000,8,5,1.571689,3.141608460
dart,fork,800000000,16,1,1.262602,3.141604020
dart,fork,800000000,16,2,1.272118,3.141604020
dart,fork,800000000,16,3,1.290214,3.141604020
dart,fork,800000000,16,4,1.384984,3.141604020
dart,fork,800000000,16,5,1.951431,3.141604020
dart,fork,1600000000,1,1,10.910886,3.141599408
dart,fork,1600000000,1,2,11.673644,3.141599408
dart,fork,1600000000,1,3,12.135854,3.141599408
dart,fork,1600000000,1,4,10.878883,3.141599408
dart,fork,1600000000,1,5,11.734077,3.141599408
dart,fork,1600000000,2,1,6.107553,3.141649095
dart,fork,1600000000,2,2,6.446402,3.141649095
dart,fork,1600000000,2,3,5.567253,3.141649095
dart,fork,1600000000,2,4,6.318814,3.141649095
dart,fork,1600000000,2,5,6.063029,3.141649095
dart,fork,1600000000,4,1,4.315280,3.141681043
dart,fork,1600000000,4,2,4.123517,3.141681043
dart,fork,1600000000,4,3,4.767504,3.141681043
dart,fork,1600000000,4,4,3.843590,3.141681043
dart,fork,1600000000,4,5,4.007458,3.141681043
dart,fork,1600000000,8,1,3.063224,3.141626777
dart,fork,1600000000,8,2,3.222928,3.141626777
dart,fork,1600000000,8,3,3.001166,3.141626777
dart,fork,1600000000,8,4,3.047617,3.141626777
dart,fork,1600000000,8,5,2.929210,3.141626777
dart,fork,1600000000,16,1,2.508563,3.141618087
dart,fork,1600000000,16,2,2.709190,3.141618087
dart,fork,1600000000,16,3,3.086422,3.141618087
dart,fork,1600000000,16,4,2.502467,3.141618087
dart,fork,1600000000,16,5,2.366004,3.141618087
dart,fork,3200000000,1,1,22.870411,3.141590966
dart,fork,3200000000,1,2,23.057698,3.141590966
dart,fork,3200000000,1,3,23.024712,3.141590966
dart,fork,3200000000,1,4,23.885610,3.141590966
dart,fork,3200000000,1,5,22.682698,3.141590966
dart,fork,3200000000,2,1,12.514585,3.141604802
dart,fork,3200000000,2,2,11.554676,3.141604802
dart,fork,3200000000,2,3,12.982438,3.141604802
dart,fork,3200000000,2,4,12.250435,3.141604802
dart,fork,3200000000,2,5,12.037067,3.141604802
dart,fork,3200000000,4,1,7.637871,3.141631171
dart,fork,3200000000,4,2,8.406022,3.141631171
dart,fork,3200000000,4,3,8.380809,3.141631171
dart,fork,3200000000,4,4,7.333235,3.141631171
dart,fork,3200000000,4,5,8.010433,3.141631171
dart,fork,3200000000,8,1,6.338713,3.141648731
dart,fork,3200000000,8,2,5.804640,3.141648731
dart,fork,3200000000,8,3,5.947873,3.141648731
dart,fork,3200000000,8,4,5.734780,3.141648731
dart,fork,3200000000,8,5,6.017544,3.141648731
dart,fork,3200000000,16,1,5.030401,3.141602634
dart,fork,3200000000,16,2,5.887333,3.141602634
dart,fork,3200000000,16,3,4.904299,3.141602634
dart,fork,3200000000,16,4,5.021527,3.141602634
dart,fork,3200000000,16,5,5.218875,3.141602634
dart,fork,6400000000,1,1,46.687117,3.141600751
dart,fork,6400000000,1,2,46.397809,3.141600751
dart,fork,6400000000,1,3,45.995564,3.141600751
dart,fork,6400000000,1,4,46.200815,3.141600751
dart,fork,6400000000,1,5,45.764984,3.141600751
dart,fork,6400000000,2,1,24.932416,3.141595195
dart,fork,6400000000,2,2,25.555897,3.141595195
dart,fork,6400000000,2,3,24.357741,3.141595195
dart,fork,6400000000,2,4,25.637457,3.141595195
dart,fork,6400000000,2,5,24.829267,3.141595195
dart,fork,6400000000,4,1,16.362911,3.141610217
dart,fork,6400000000,4,2,16.399372,3.141610217
dart,fork,6400000000,4,3,16.711879,3.141610217
dart,fork,6400000000,4,4,15.945842,3.141610217
dart,fork,6400000000,4,5,15.905414,3.141610217
dart,fork,6400000000,8,1,11.715075,3.141619794
dart,fork,6400000000,8,2,10.946999,3.141619794
dart,fork,6400000000,8,3,10.784657,3.141619794
dart,fork,6400000000,8,4,11.466262,3.141619794
dart,fork,6400000000,8,5,11.426796,3.141619794
dart,fork,6400000000,16,1,10.230481,3.141624760
dart,fork,6400000000,16,2,10.703508,3.141624760
dart,fork,6400000000,16,3,10.117415,3.141624760
dart,fork,6400000000,16,4,10.351946,3.141624760
dart,fork,6400000000,16,5,10.083946,3.141624760
needle,serial,20000000,1,1,0.582204,3.143980802
needle,serial,20000000,1,2,0.580873,3.143980802
needle,serial,20000000,1,3,0.586528,3.143980802
needle,serial,20000000,1,4,0.592767,3.143980802
needle,serial,20000000,1,5,0.588572,3.143980802
needle,serial,40000000,1,1,1.180124,3.142009810
needle,serial,40000000,1,2,1.166296,3.142009810
needle,serial,40000000,1,3,1.179177,3.142009810
needle,serial,40000000,1,4,1.166293,3.142009810
needle,serial,40000000,1,5,1.159356,3.142009810
needle,serial,80000000,1,1,2.312160,3.141351964
needle,serial,80000000,1,2,2.330838,3.141351964
needle,serial,80000000,1,3,2.197061,3.141351964
needle,serial,80000000,1,4,2.315138,3.141351964
needle,serial,80000000,1,5,2.295943,3.141351964
needle,serial,200000000,1,1,6.087605,3.141601252
needle,serial,200000000,1,2,5.639028,3.141601252
needle,serial,200000000,1,3,5.646104,3.141601252
needle,serial,200000000,1,4,5.602546,3.141601252
needle,serial,200000000,1,5,5.657010,3.141601252
needle,serial,400000000,1,1,11.746230,3.141679125
needle,serial,400000000,1,2,11.098065,3.141679125
needle,serial,400000000,1,3,11.239721,3.141679125
needle,serial,400000000,1,4,11.816453,3.141679125
needle,serial,400000000,1,5,11.138858,3.141679125
needle,serial,800000000,1,1,22.951991,3.141704899
needle,serial,800000000,1,2,22.417752,3.141704899
needle,serial,800000000,1,3,22.746008,3.141704899
needle,serial,800000000,1,4,23.142488,3.141704899
needle,serial,800000000,1,5,22.506629,3.141704899
needle,serial,1600000000,1,1,45.805313,3.141610912
needle,serial,1600000000,1,2,45.414121,3.141610912
needle,serial,1600000000,1,3,45.915537,3.141610912
needle,serial,1600000000,1,4,45.391403,3.141610912
needle,serial,1600000000,1,5,45.396518,3.141610912
needle,serial,3200000000,1,1,91.267086,3.141650465
needle,serial,3200000000,1,2,91.318777,3.141650465
needle,serial,3200000000,1,3,91.529916,3.141650465
needle,serial,3200000000,1,4,91.174210,3.141650465
needle,serial,3200000000,1,5,90.583253,3.141650465
needle,serial,6400000000,1,1,182.574325,3.141620049
needle,serial,6400000000,1,2,181.820867,3.141620049
needle,serial,6400000000,1,3,182.783776,3.141620049
needle,serial,6400000000,1,4,181.011340,3.141620049
needle,serial,6400000000,1,5,181.814183,3.141620049
needle,threads,20000000,1,1,0.588589,3.141695164
needle,threads,20000000,1,2,0.589589,3.141695164
needle,threads,20000000,1,3,0.592776,3.141695164
needle,threads,20000000,1,4,0.586349,3.141695164
needle,threads,20000000,1,5,0.591043,3.141695164
needle,threads,20000000,2,1,0.339108,3.141317179
needle,threads,20000000,2,2,0.306343,3.141317179
needle,threads,20000000,2,3,0.309461,3.141317179
needle,threads,20000000,2,4,0.303573,3.141317179
needle,threads,20000000,2,5,0.367041,3.141317179
needle,threads,20000000,4,1,0.174699,3.141088755
