impl,size,workers,iter,seconds
openmp_bt,3000,4,8,9.30
openmp_blocked,3000,4,8,8.77
openmp_bt,3000,4,9,8.56
openmp_blocked,3000,4,9,6.12
openmp_bt,3000,4,10,8.42
openmp_blocked,3000,4,10,9.27
openmp_bt,3000,8,1,8.25
openmp_blocked,3000,8,1,4.81
openmp_bt,3000,8,2,7.97
openmp_blocked,3000,8,2,4.91
openmp_bt,3000,8,3,11.30
openmp_blocked,3000,8,3,4.97
openmp_bt,3000,8,4,7.74
openmp_blocked,3000,8,4,4.85
openmp_bt,3000,8,5,8.04
openmp_blocked,3000,8,5,8.07
openmp_bt,3000,8,6,8.40
openmp_blocked,3000,8,6,4.79
openmp_bt,3000,8,7,7.76
openmp_blocked,3000,8,7,4.93
openmp_bt,3000,8,8,11.33
openmp_blocked,3000,8,8,4.91
openmp_bt,3000,8,9,7.91
openmp_blocked,3000,8,9,4.84
openmp_bt,3000,8,10,9.12
openmp_blocked,3000,8,10,8.78
openmp_bt,3000,16,1,9.07
openmp_blocked,3000,16,1,6.52
openmp_bt,3000,16,2,9.76
openmp_blocked,3000,16,2,9.15
openmp_bt,3000,16,3,8.36
openmp_blocked,3000,16,3,4.92
openmp_bt,3000,16,4,8.07
openmp_blocked,3000,16,4,4.84
openmp_bt,3000,16,5,11.52
openmp_blocked,3000,16,5,5.00
openmp_bt,3000,16,6,8.04
openmp_blocked,3000,16,6,4.85
openmp_bt,3000,16,7,11.31
openmp_blocked,3000,16,7,5.14
openmp_bt,3000,16,8,8.90
openmp_blocked,3000,16,8,5.23
openmp_bt,3000,16,9,8.13
openmp_blocked,3000,16,9,7.57
openmp_bt,3000,16,10,8.22
openmp_blocked,3000,16,10,4.93
openmp_bt,3000,32,1,8.22
openmp_blocked,3000,32,1,4.94
openmp_bt,3000,32,2,11.87
openmp_blocked,3000,32,2,5.56
openmp_bt,3000,32,3,8.59
openmp_blocked,3000,32,3,5.09
openmp_bt,3000,32,4,8.07
openmp_blocked,3000,32,4,6.67
openmp_bt,3000,32,5,8.01
openmp_blocked,3000,32,5,4.91
openmp_bt,3000,32,6,8.14
openmp_blocked,3000,32,6,5.26
openmp_bt,3000,32,7,12.27
openmp_blocked,3000,32,7,5.54
openmp_bt,3000,32,8,8.48
openmp_blocked,3000,32,8,5.05
openmp_bt,3000,32,9,9.58
openmp_blocked,3000,32,9,4.95
openmp_bt,3000,32,10,8.56
openmp_blocked,3000,32,10,5.02
openmp_bt,4000,1,1,43.93
openmp_blocked,4000,1,1,30.84
openmp_bt,4000,1,2,41.29
openmp_blocked,4000,1,2,31.42
openmp_bt,4000,1,3,40.95
openmp_blocked,4000,1,3,31.19
openmp_bt,4000,1,4,44.77
openmp_blocked,4000,1,4,28.18
openmp_bt,4000,1,5,44.31
openmp_blocked,4000,1,5,31.59
openmp_bt,4000,1,6,40.82
openmp_blocked,4000,1,6,31.77
openmp_bt,4000,1,7,40.63
openmp_blocked,4000,1,7,31.55
openmp_bt,4000,1,8,41.17
openmp_blocked,4000,1,8,31.69
openmp_bt,4000,1,9,41.64
openmp_blocked,4000,1,9,31.57
openmp_bt,4000,1,10,40.70
openmp_blocked,4000,1,10,32.52
openmp_bt,4000,2,1,28.26
openmp_blocked,4000,2,1,19.50
openmp_bt,4000,2,2,28.31
openmp_blocked,4000,2,2,22.12
openmp_bt,4000,2,3,28.72
openmp_blocked,4000,2,3,19.14
openmp_bt,4000,2,4,28.83
openmp_blocked,4000,2,4,22.34
openmp_bt,4000,2,5,25.26
openmp_blocked,4000,2,5,26.97
openmp_bt,4000,2,6,28.26
openmp_blocked,4000,2,6,19.45
openmp_bt,4000,2,7,28.26
openmp_blocked,4000,2,7,22.94
openmp_bt,4000,2,8,28.34
openmp_blocked,4000,2,8,19.39
openmp_bt,4000,2,9,29.30
openmp_blocked,4000,2,9,23.03
openmp_bt,4000,2,10,25.98
openmp_blocked,4000,2,10,23.70
openmp_bt,4000,4,1,20.90
openmp_blocked,4000,4,1,20.00
openmp_bt,4000,4,2,23.50
openmp_blocked,4000,4,2,14.26
openmp_bt,4000,4,3,22.25
openmp_blocked,4000,4,3,14.59
openmp_bt,4000,4,4,24.19
openmp_blocked,4000,4,4,18.03
openmp_bt,4000,4,5,26.47
openmp_blocked,4000,4,5,18.87
openmp_bt,4000,4,6,21.15
openmp_blocked,4000,4,6,17.25
openmp_bt,4000,4,7,20.66
openmp_blocked,4000,4,7,17.34
openmp_bt,4000,4,8,20.73
openmp_blocked,4000,4,8,15.91
openmp_bt,4000,4,9,23.61
openmp_blocked,4000,4,9,16.93
openmp_bt,4000,4,10,20.50
openmp_blocked,4000,4,10,17.42
openmp_bt,4000,8,1,19.83
openmp_blocked,4000,8,1,14.24
openmp_bt,4000,8,2,19.69
openmp_blocked,4000,8,2,14.39
openmp_bt,4000,8,3,20.21
openmp_blocked,4000,8,3,14.77
openmp_bt,4000,8,4,23.78
openmp_blocked,4000,8,4,15.82
openmp_bt,4000,8,5,20.19
openmp_blocked,4000,8,5,14.27
openmp_bt,4000,8,6,21.10
openmp_blocked,4000,8,6,14.44
openmp_bt,4000,8,7,20.12
openmp_blocked,4000,8,7,14.27
openmp_bt,4000,8,8,22.17
openmp_blocked,4000,8,8,17.52
openmp_bt,4000,8,9,25.28
openmp_blocked,4000,8,9,14.11
openmp_bt,4000,8,10,26.08
openmp_blocked,4000,8,10,12.31
openmp_bt,4000,16,1,23.92
openmp_blocked,4000,16,1,11.61
openmp_bt,4000,16,2,23.39
openmp_blocked,4000,16,2,13.69
openmp_bt,4000,16,3,25.41
openmp_blocked,4000,16,3,13.97
openmp_bt,4000,16,4,26.42
openmp_blocked,4000,16,4,13.90
openmp_bt,4000,16,5,25.12
openmp_blocked,4000,16,5,11.70
openmp_bt,4000,16,6,24.45
openmp_blocked,4000,16,6,11.53
openmp_bt,4000,16,7,22.91
openmp_blocked,4000,16,7,11.85
openmp_bt,4000,16,8,23.13
openmp_blocked,4000,16,8,11.52
openmp_bt,4000,16,9,22.96
openmp_blocked,4000,16,9,11.55
openmp_bt,4000,16,10,22.81
openmp_blocked,4000,16,10,12.74
openmp_bt,4000,32,1,25.05
openmp_blocked,4000,32,1,13.86
openmp_bt,4000,32,2,24.00
openmp_blocked,4000,32,2,12.12
openmp_bt,4000,32,3,23.52
openmp_blocked,4000,32,3,11.44
openmp_bt,4000,32,4,23.34
openmp_blocked,4000,32,4,11.48
openmp_bt,4000,32,5,23.19
openmp_blocked,4000,32,5,11.49
openmp_bt,4000,32,6,23.01
openmp_blocked,4000,32,6,11.35
openmp_bt,4000,32,7,23.19
openmp_blocked,4000,32,7,11.54
openmp_bt,4000,32,8,22.59
openmp_blocked,4000,32,8,11.38
openmp_bt,4000,32,9,23.40
openmp_blocked,4000,32,9,11.54
openmp_bt,4000,32,10,24.13
openmp_blocked,4000,32,10,11.52
